user_id,review_contents
-InhDRRVG7wrwsgAUvN4Qw,"The Barking Lot Groom, is grrrooooming with not just puppy dog clients, the cats dig this service too.

I went the other day to check out prices for a friend and out ran an animal that looked like part tiger and part dog... I guess it was Charlie who just got a lion cut.  He was so happy and he was so soft. He was really excited to see his mother and she paid all of a $40 for his sleek trim.  At BLall cuts are done by hand. (see photos).  His mother said she has been a client for years and totally recommends the services here, she know she can count on BL for the love and attention that Charlie needs.

Accordingly to the very nice grrrroomer there, BL has been around for 30 years, they are located in the Shawnessy area however which is really lucky for Shawnessy and surrounding residents because this groomer was one of the nicest people.  She has been doing it for 9 years and really loves working with her clients but most of all the animals.

She mentioned so many things that I didn't know, for example when an animal gets longer haired the hair can get matted which is can get really heavy for the animal. Also having a haircut allows oxygen to get into their scalp which is very important it helps maintain them physically and is just a natural thing that should be done every 3 or 4 months.
Prices here can range from $40 up to $200.  She even took the time to show me before and after photos of the animals, which was so kind of funny because it was like a pictorial makeover series. First you saw the animal looking so ferociously furry and the next photo you don't even recognise them, they look like another animal.  What I saw from the photos however was very good work and the animal looked so much healthier and lighter.

The place has many grooming stations and is very clean; they have tons of clients and a food and product store just across the parking lot. The most impressive component for me is that the grooming is done by hand, no noisy trimmers and it just means more personable and caring service for the animal."
-InhDRRVG7wrwsgAUvN4Qw,"Silly me, I lost my cell phone yesterday and it felt like I had literally lost my right arm.  I can't believe how dependant I am on that thing, for socialising, work and just common errands, last night it dawned on me that it really is close to being a best friend.  

Well the first thing I did last night was temporarily deactivate my account which you can easily do by calling in with your phone number and your code.  But all night I prayed that someone did not pick it up and insanely make long distance calls until I suspended my number.  I couldn't sleep properly the whole night dreaming about Fido bills and large amounts but I did manage to wake up at the crack of dawn and drive myself to the Fido store at the Chinook Centre.

This store although quite petite, carries all the current models of Fido, some accessories and here you can pay your bill or complain about your phone if it is not working.  I wasn't too excited about the models that Fido is carrying right now, they all seem to be plastic casings and one drop from me and I know that would be it for my phone.  The last one I had was a Motorola and it was slightly metal so I liked the weight of it and the feel of it in my hand.  

I finally settled on a streamlined Nokia flip and with the Fido dollars I had accumulated my new phone cost me $17 which could be added to my next bill. Wow, I love this!

Dexter the sales clerk was great, he showed me all the models, explained the pros and cons of each one. LG had really nice designs but he warned me against those as they have already had problems with them.  He got me a new SIM card, got my new cell phone activated within minutes, and at the moment we turned it on, I was already receiving some business phone calls.

Losing a phone with is awful but reinstating it with Fido was a breeze, I was really amazed about the customer service, the quickness of the whole thing and the security protection you automatically get.

Plus I am still wagging my tail at 2000 minutes a month for 40 bucks, thanks Dexter and thanks Fido."
-InhDRRVG7wrwsgAUvN4Qw,"Man I love Filipino parties, I love the chaos and the silly chismis (gossip), the bad karaoke but most of all I love the food.

Usually at Filipino parties that I venture everyone cooks, we bring our platters and then we all dive in, but at Liza's birthday party I went to on Saturday, it had a different slant in that it was catered by a Chinese restaurant.

I was introducing myself with people but in my periphery I had my eye on the food.  I know it is rude but I have perfected this socialization skill so that people don't notice. The presentation of the 10 uniform pans and the smell was way too distracting.

Caterer of choice today at Liza's birthday was Home Food Inn Peking Cuisine.  There were 10 large pans all lined up on the food table, about 10 by 14 inches, and all were brimming with oriental goodness.
Sweet and Sour Pork, Ginger Grade A Beef, Pineapple Sweet and Sour Chicken, Salt and Pepper Squid, Honey and Garlic Ribs, Beef and Broccoli just to name a few.

Highlights for me this evening was the Salt and Pepper Squid; these are large squid portions deep-fried just perfectly with a hint of pepper, you couldn't taste the salt and served with red onion and of course the Pineapple Sweet and Sour Chicken which were also larger portions accompanied with diced carrots, the pineapple not to sweet but blended tastefully with the sour of the carrots.

Liza told me that each pan serves approximately 10 people and vary in price from 32 to 39 dollars.  . She also informed me that if you do order quite a large number of entrees they will give you a deal and deliver it to your party free of charge. Nice one Home Food Inn!

Not bad, so around $350 for 40 guests that showed up that evening, and there was still tons of food left over.  And you know Filipinos love leftovers so the crowd was just overjoyed.  

It really makes up for the next stage that every Filipino party has and one that I consistently have to endure ... the Karaoke.  But as much as I resist this cultural ritual I notice I am usually the one handling the mike at the end of the evening."
-InhDRRVG7wrwsgAUvN4Qw,"Hippy New Years everyone!!  Welcome to 2010!

The hotspot of choice for this yelper to bring in the new years was The VIN Room in the Mission Area.

There was an awkward reservation/table misunderstanding at the beginning but that was very easily cleared up, and we found ourselves upstairs at a swagger table for two by the window.   Very elegantly dressed and extremely cozy.

The top floor stays in keeping with the decor of first floor, with black wallpapered walls with just a hint of floral design.  Deep chocolate brown highlights and a punch of aquamarine blue in the glass candle holders to rightly bring all that class together.

Bursts of black accents embracing light fixtures and a modern fireplace with sleek mosaic work at the far end of the room.  It was all so perfect for setting a tone for a great New Year's to come.

Tonight VIN offers a 4 course New Years Eve Dinner with a wine pairing list if you choose to step it up a notch. I wanted to ease down on the drinking this year and decided to try a couple of 2 oz glasses of red instead which were both full bodied and smoky.

The first course was served immediately upon sitting, a simple combination of capresse skewers with pita and white bean dip.  
The second course were these extremely delicious cod cakes.  These just melted in my mouth.  With these two courses we were already full but when the lamp chops were presented in front of me, of course I found room for them.  These were grilled to perfection and accompanied with a wonderful mint sauce. 

All courses were served at the appropriate intervals, and Phoebe the owner checked in on us periodically which is always a nice personal touch.

And finally to bring everything together a nice smooth Crème Brule for dessert.  

The New Years Eve Dinner was only $45, which was amazing considering the quality and portions of all four courses.

It was such a wonderful evening overall, and we still had enough time to dance the night away.

Again I insist in review number three, that Vin Room serves it up as one of the best spots for wine, food and ambiance."
-InhDRRVG7wrwsgAUvN4Qw,"I got an entertainment coupon book for Christmas so occasionally I will try a random restaurant from there.  I have been slightly disappointed in Mexican restaurants here in Calgary but I decided to give this one a chance.

Boy, am I glad, the gold and red curtains were all too incongruent with Mexican motiff but when I entered the restaurant I must admit with the mural, the tacky Mexican ceramic decorations and the Chivas and Americas Football poncho, I really did feel like I was in a restaurant in Guadalajara.

According to the owner there, his father owns a restaurant in Zapopan and they are trying to do the same dishes here as they do there.  He explained all this while serving me a complementary tortilla chip basket with authentic Mexican salsa and another jalapeño pepper and carrot mix.  I was uber glad because this was a really good sign as both were pretty authentic tasting.

He then told me the cooks were both from Mexico, one from Mexico City and the other from Sinaloa, again a good sign.  There are many ingredients he cannot get here, like Oaxaca or Requesón Cheese, so they have to substitute it with others.   But he assured me that the mole here was the same, they do use the cacao chocolate from Oaxaca and he has cheeses like ""queso de chipotle"".

I ordered the Chimichangas and the Burritos, both lunch orders were huge and under $9.  I couldn't believe the pricing here, not bad.  Dinner menu sees bigger portions and higher prices but both of my meals were delicious and I was very full.

The tacos that Mexicans actually eat are about 2 inches in width that are double layered then sprinkled with whatever topping you want, chicken or beef, pork or chorizo, then you have the choice to add onion, cilantro and salsa.  The larger tacos you see being served here are actually Tex Mex and really are a huge bastardization of the Mexican taco.

Here at Los Mariachis they have tacitos the way they should be small, delicious and potent.  I am elated; finally a Mexican restaurant that I can come and speak bad words in Spanish and eat a decent meal.  K RICO!!!"
-InhDRRVG7wrwsgAUvN4Qw,"I am super stuffed; it is Chinese New Years and my cousin's restaurant of choice is the Shangai Palace.  Not an empty seat in the whole restaurant tonight, and our 13 person family table certainly didn't help matters.

But let me tell you, we had a feast, an absolutely amazing feast; the only thing lacking was if we had actually eaten this on a candlelit table under a clear night outside in Shangai!  We started with an amazing Peking duck which was so perfect.  It was sliced thinly with just enough crunchy skin to insert into our tortillas with that spicy sweet sauce.  

Second course were two types of shrimp, one with some mayonnaise dressing, which I felt was too rich and a sweet and sour version.
Course 3, sweet and sour pork, with fresh cucumber, sliced carrots, this was a huge portion, and in fact all plates were huge.

Course 4, a nice sour soup with crab, the remains of our duck and shitake mushrooms, by this point I was certainly getting full

Course 5, a whole fish, nicely steamed, with tons of herbs and lemon.

Course 6, a noodle dish, after all noodles in Phillipino represent long life.

Course 7, abalone and huge mushroom caps the size of my palm, these were amazing, so fresh and so succulent

Course 8, crab and lobster, this came with nut cracking thongs so you could really get yourself dirty.

Course 9 Cruncy tender chicken, this was just as good as the duck and super tasty.

According to my nephew rice is place on the table at the end of the meal so that the chef knows that he has done well, but we are a Filipino family and this was demanded around course 4.

Wait there is more, during the whole meal, our waters and Chinese teas were frequently filled, the wait staff was amazing, we rounded everything off with the desert buffet.

There was jello, and smiling fortune cookies and a mocha layered cake.  By this point, they had to roll me to my car, and I swear a couple of people mistook my tummy for Buddha's and rubbed it.

I did not know the total, my cousin is very discreet all I know is at the Shangai palace it is the next best thing to being in Shangai."
-InhDRRVG7wrwsgAUvN4Qw,"I have mixed feelings about CPA.

First of all the pros.  It seems to be a well thought out system; the parking stands marked numerically, there is no paper work involved simply an entering of your license plate which then gets computerised somewhere in CPA cosmos.  They seem to be easy to find, you have an option of using change or your credit card, which is convenient.

I have received parking retributions in the mail, a photo of my lovely SUV and the appropriate time to pay which I think is clever, although there should be a 10 minute loading zone by this post office where I went to pick up a package and I don't agree with paying $2.50 do to that, but whatever, I paid the $40.00 repercussion.

So great diligence on parking surveillance team, photos were clear and I believe there were even two angles.

When I went down to pick up a parking pass for my residence, folks there were both pleasing friendly and humorous and I was able to get my sticker and a guest pass at no cost.

Cons, what's with these atrocious parking prices, are we in Toronto or New York for that matter?  Why must I pay 5.00 an hour to go to Chinatown or to Eau Claire market to see a movie? I am already paying 13.00 for the movie itself, so my movie outing is over 23.00?

And why are these parking stalls never working, change is always jammed up in the change slot, and they are more often out of order than working.  When I call an attendant, I get a machine so I am left to make a rapid decision of should I not pay here at this stall or risk the $40 I will get in the mail simply because of a computer malfunction?  Why isn't there diligence on parking stall maintenance, can they transfer some of the great organised energy form surveillance to keeping these stalls up to par.  After all 5.00 an hour, aren't we paying more than enough to actually own one of these?

Last but not least, why doesn't City Hall know where the CPA is? No one at information, nor at city planning has any idea nor phone number as to where to pay for parking fines, get permits etc.  I believe I was handed a number by some passerby working at the business permits area who overheard my conversation.

Okay this is the end of my official rant on Calgary Parking Authority."
-InhDRRVG7wrwsgAUvN4Qw,"I have been avoiding Mexican restaurants like the plague here in Calgary.  I lived in Mexico for the last 8 years and refused to experience one as long as I possibly could just in case it would be pseudo Mexican or bad Tex Mex.  Tonight, however I have been saved.  I randomly turned off into a plaza that had a Mexican restaurant and thought well, good or bad I have to review it.  But to my surprise, Salt and Pepper on Macleod trail was amazing.  This is authentic Mexican food folks, yes hombres it is the real enchilada.

Salt and Pepper celebrates their 20th anniversary this year, owners are from Oaxaca Mexico and after cooking for everyone else decided to open this restaurant 20 years ago.  I ordered tacos tacos tacos, and a coffee and was quite relieved when I tasted the cinnamon in my coffee, it hurled me back into time.  While waiting, Mexican rock from a very popular Mexican group played in the background and I felt hopeful.  Imagine my elation when my tacos were served to me the right way.  Tacos in soft tortillas rolled, sprinkled with shredded lettuce and cheese.  Served in big platter with Mexican rice and frijol beans on the side. Que Bueno!!!  

But the real test.  Do you have any salsa I inquired? And yes she did.  In front of me was the salsa I have been eating at every taco stand, every restaurant and cafe in Mexico for the last 8 years.  Chopped tomato, onion, cilantro, lemon and jalapeno.  I smothered my meal with it; the chicken, ground beef and chorizo were perfection rolled.  Que Rico.

This restaurant is simple and clean, with Mexican decorative details, there are only 14 tables in this place but by 6 pm, the place was full.
If you want to eat authentic, Mexican food, this is the place to come folks.  

Expect to pay between 13 to 20 for the main dishes, which is a bit of a shock to me so therefore I take away one star.  I used to pay 50 cents a taco but I guess that is the standard rate you pay now at any restaurant here in Canada.  Better to pay these prices and get a good meal instead of an awful one.

For their 20th anniversary Salt and Pepper celebrates with half priced margaritas on Monday and all you can eat tacos on Tuesday nights.  Come in out of the cold and feel the heat.  ANDALE!"
-InhDRRVG7wrwsgAUvN4Qw,"I have tried to avoid going to any Casinos in Calgary simply because I love them and I know once I start I will go all the time.  I used to dress up in a black dress and wear lipstick and go to the casino in Montreal till wee hours in the morning pretending I was a big high roller from China, I am afraid I may have to start this obsession again because last night we went to this one.

Wow, this is like 10 blocks from my home and it has free parking; this is an all together huge seduction tactic for me, imagine me getting into my car and leaving it in underground heated parking that is free and sauntering directly to a slot machine at any hour of the given night.

They took my coat last night at the lobby and we were able to circulate the slot area.  Now I like to venture into a casino in intervals, checking out each section.  I obviously haven't been to a Casino for a long time as I was perplexed that the slots did not take your change, you could just slip your bill in and cash out getting a computerized stub which you could reinsert into any other machine of your choice.  

2 cents slot machine, I was absolutely tantalized until I realised you had to play these x 25.  

My honey and friends were Casino green so we decided on the nickel slots and I didn't play much as I was so entertained by their enthusiasm.  There were squeals of delight from winning ten credits, huge total earning of 50 cents and then tormented sounds from losing 5 dollars.  At one point my honey was aimlessly walking around with a 25 cent vouture trying to find that lucky machine.  It was really serious situation and it was all too funny in the end.

This place is really nice, it is only one level but it is spacious enough.   The staff here are really nice but they don't take kindly to photos being taken.  The place is fairly clean and elegant plus I would really love to take in the Asian buffet here.  

Soda pop is free while you play and the seats are fairly comfortable.  We left and everyone had actually won a little something so our green Casino friends had already made plans to return for another evening very very soon.

This idea makes me very happy; I am slowly taking out the lipstick from my makeup kit and setting it aside for these special outings."
-InhDRRVG7wrwsgAUvN4Qw,"I am a very new yelper and let me just say how much I love you Yelp.  I wanted to go for an unforgettable meal with my partner to celebrate simply how amazing we are together.  And I researched the highest rated restaurants in the city.  I wanted something funky, avant garde and breathtaking and thanks to the Yelp crew I found it.

Raw Bar at Hotel Arts has to be one of the best dining experiences I have had in my life.  And I have travelled the world folks so this statement says a lot.  From the moment you enter the doors until you leave you are transported into a culinary journey.  

The foyer of this hotel is so well decorated with modern art and welcoming staff.  It is like visiting a very posh, stylish and hip place in New York City, yet it is not pretentious and is most affordable.  

We were led past corridors of abstract art and furniture to the alcove entrance of the Raw Bar; we were immediately seated in this moody, red lit, modern restaurant, with the most impressive layout. 
 
The waitress was delightful and quirky, water with cranberries and lemon were brought to the table.  And we splashed our palates with: for my sweetie a canton swizzle (whole lychees and fresh grapes that are pulverised with fresh lime and ginger ale) and I a lemon tree (a flute of sparkling plum wine blitzed with a fresh lemon sorbet).  My drink had a good amount of alcohol in it, Raw Bar is very generous when pouring drinks.

We started the evening with delightful salad of beets, pear, pine nuts and camembert cheese. My partner had the Pad Thai and I had the Brazened Rib with an artistic rouse of creamed potatoes and scallops.  We then rounded off the meal with coffee and a pumpkin, white chocolate cheesecake with dribbled caramel sauce.

All this in total came to under 100 dollars; which was unheard of, I nabbed 5 business cards to hand out to friends.  By the time it was 10 the place was full with bling and fashion.   Everyone there was in the high spirits and we realised that we were amidst Gemini award celebrations which gave the evening an even more Celebrity tone.

I will return many times to this establishment.  It is truly one of the finest hotspots in Calgary, thanks so much fellow yelpers you are doing a truly amazing job of highlighting the best we have to offer here."
